"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "Gene"
"ARL14EPP1" -0.294134148134158 2.61812505141329 -4.274067565433 7.98573114003206e-05 0.000418864478506198 0.940854009923774 "ARL14EPP1"
"PTPRK-AS1" -0.294103737754916 2.05129727096842 -3.91049238818635 0.000262718842917856 0.00113854168066214 -0.198975655223308 "PTPRK-AS1"
"OLFML2A" 0.294102802651596 3.61173310550253 2.11697390689613 0.0389532302405241 0.0766432143890273 -4.80784919598649 "OLFML2A"
"MINCR" -0.294046577155508 3.94607777862637 -3.00209420257879 0.0040770344180274 0.0116630154182135 -2.77802494910461 "MINCR"
"P3H1" 0.293947431013803 6.49817999251235 4.87010853622345 1.0394396223838e-05 7.5183666636835e-05 2.90933614261854 "P3H1"
"HRAS" 0.293938914551131 4.80957359069334 5.15548876720684 3.79880379797857e-06 3.19492498733439e-05 3.88690714914591 "HRAS"
"KRT10" -0.293830714785083 4.25929350128853 -2.80832286614525 0.00694794243743944 0.0181863399923962 -3.26813129086557 "KRT10"
"INF2" -0.293755974885222 5.97405433872663 -3.77698966412771 0.000401970653601629 0.00163401070689062 -0.603737610068388 "INF2"
"UBR7" -0.293570210970378 4.2329189315793 -4.23032548432752 9.23759329879472e-05 0.000471546464122234 0.801012564875151 "UBR7"
"NUMB" -0.293567589165209 6.24984141254594 -3.94649809285943 0.000233977869793773 0.00103270362726567 -0.0884814332306973 "NUMB"
"FLYWCH1" 0.293532721681967 5.45111299778681 4.73534909686081 1.66162617080682e-05 0.000112139076662917 2.45490780833501 "FLYWCH1"
"PGAP1" -0.293489232670255 5.41342891327933 -3.94632431617863 0.000234109009656172 0.00103290860085275 -0.0890160419509396 "PGAP1"
"GGA2" 0.29343540702158 7.07467148685342 6.40071571620014 4.07847573119233e-08 6.99536027312102e-07 8.31989185420152 "GGA2"
"RRM2" -0.293422090897638 8.13430290640001 -4.32009306847308 6.84678519322578e-05 0.00036880099572168 1.08874361509137 "RRM2"
"CEP95" -0.293366339918295 6.0125197095045 -4.42265458721596 4.84798627541546e-05 0.000275238326949216 1.42096791052175 "CEP95"
"SCARNA13" -0.293324265308605 2.06451125935728 -1.88534206543526 0.0648472749470784 0.116914919866887 -5.2429510675252 "SCARNA13"
"ASF1B" -0.293261432580252 5.54237688145341 -5.18432053014599 3.42839472693177e-06 2.92782028676001e-05 3.98671726023 "ASF1B"
"SELENOW" 0.293228348615648 5.88536805920544 5.34413826977133 1.93618479972608e-06 1.82230740910458e-05 4.54310959257805 "SELENOW"
"SGTB" 0.293181422316626 5.01375776259462 5.00753979920958 6.41491419088782e-06 4.98761224671052e-05 3.37766787830974 "SGTB"
"LYPLA1" 0.293149379570046 6.75900489390171 4.64725093863613 2.25261740072324e-05 0.000144811118617922 2.16058478544963 "LYPLA1"
"AP1G1" -0.293106010499387 7.67251907408087 -7.60071162091501 4.75596584482443e-10 1.7008505418661e-08 12.6979702946009 "AP1G1"
"WASL" -0.292879387429809 6.01400398946187 -5.90346780153714 2.54463061035296e-07 3.29424313091872e-06 6.52531668688307 "WASL"
"SRRM5" 0.292877017275673 3.7656254608956 7.43907987530357 8.65773308320575e-10 2.82302285961749e-08 12.1079907755931 "SRRM5"
"RIMS4" 0.292860320768476 5.08477747025928 4.08201127356708 0.000150651487591194 0.000716814237680301 0.33222133066425 "RIMS4"
"CTC1" -0.29285074897196 4.74194171970784 -4.60973295818627 2.56274749860966e-05 0.000161096421368788 2.03593789254645 "CTC1"
"EXOC6B" -0.292791840642263 4.84878098966669 -6.50443245470503 2.7784214985651e-08 4.98277208455904e-07 8.69669956665171 "EXOC6B"
"DDAH2" 0.292752592967366 4.11685130966581 3.08213945144867 0.00325222010311192 0.00961474525029088 -2.56879339136493 "DDAH2"
"ISYNA1" -0.292740539521283 3.10472629048014 -5.51049800953975 1.06346840350505e-06 1.10186891934954e-05 5.12746539566531 "ISYNA1"
"ZFP28" 0.292650641037287 1.8249688105723 3.88703970837342 0.000283238630384723 0.00121409318015525 -0.27064822907989 "ZFP28"
"ETV1" -0.292582898247235 1.96751476057022 -2.26961170113749 0.0273076773590152 0.057052788314749 -4.49796801592085 "ETV1"
"STIP1" 0.292538144239698 9.52750293717935 5.09165209443494 4.76492711901245e-06 3.88164904584882e-05 3.66656754975447 "STIP1"
"GPAT3" -0.292476305212621 4.67766817744615 -3.56943525047398 0.000767726258762117 0.00283709749260728 -1.21673093656796 "GPAT3"
"JARID2" -0.292444929462842 5.61460591368437 -4.93301369077515 8.33830402463381e-06 6.22692085611814e-05 3.12311229312421 "JARID2"
"PGRMC2" 0.292400278998405 6.82957005145909 5.30915629369874 2.19495053021535e-06 2.02783497848304e-05 4.42088479814763 "PGRMC2"
"ADAMTS6" 0.292338958259804 3.44635607287025 2.42382743146073 0.0187884842855859 0.0416289182163372 -4.16699166380998 "ADAMTS6"
"SHROOM3" -0.292310288489133 1.86554945642919 -2.91529333693655 0.00518968435582481 0.0142605229200729 -3.00049234292725 "SHROOM3"
"ATOX1" 0.292167925967075 6.04365505667303 6.9591072791498 5.14344816442529e-09 1.22748239462165e-07 10.3543655703535 "ATOX1"
"BRD1" -0.292158134491624 6.20626926704005 -6.11421394550857 1.17385792494186e-07 1.70622138196257e-06 7.2830771147949 "BRD1"
"RETREG1-AS1" -0.291902034726593 2.74333170802657 -3.59588371193102 0.00070767062139928 0.00265703301353578 -1.1397686197208 "RETREG1-AS1"
"GPR87" -0.291894749531786 1.62111504837012 -4.1739635837889 0.000111340780046421 0.000552176011657626 0.62187256636947 "GPR87"
"SLCO4C1" -0.291791401788146 1.77912218398654 -2.75539963239367 0.00800812193370821 0.0204821826723095 -3.39781127302482 "SLCO4C1"
"LRBA" -0.291749761316402 6.49630254681448 -4.16968741152969 0.000112924583544831 0.000558214550599599 0.608330141516721 "LRBA"
"LRCH1" -0.291621649415412 4.72780197460554 -5.16261764220087 3.70370406678885e-06 3.12355955010304e-05 3.91156921132361 "LRCH1"
"IPPK" -0.291474153026583 5.99576669462758 -6.12914682279862 1.11108018369342e-07 1.64183664533752e-06 7.33694408257533 "IPPK"
"MTFP1" 0.291454757940162 5.87190285407768 6.63579105546742 1.70764258621698e-08 3.33195221422656e-07 9.17478933913909 "MTFP1"
"RCN2" 0.291445259376871 6.9273643205313 3.92583202280564 0.000250080740525623 0.00109198857928836 -0.151968993865615 "RCN2"
"STRADB" 0.291401959695404 4.79235303035059 4.70270202916365 1.8603949143735e-05 0.000123301717286874 2.34557634310596 "STRADB"
"SYNGR3" 0.291383495848904 3.33552205668028 3.41622582131961 0.00122324231824657 0.00421158669424531 -1.65561427889596 "SYNGR3"
"ZNF81" -0.291256612227586 5.09882822898351 -4.44104019869228 4.55556412780094e-05 0.000261435786063682 1.48090291421981 "ZNF81"
"RPRD2" -0.291198897943437 6.18545569193196 -6.35475030649424 4.83396065259888e-08 8.08644035095244e-07 8.15311947060677 "RPRD2"
"EFEMP2" 0.291159498256065 2.6232753790776 2.92795370612312 0.00501146429502021 0.0138462613410901 -2.9683358466926 "EFEMP2"
"MAP3K14-AS1" -0.291130453629527 4.22492790740928 -4.89991210160585 9.36472981820315e-06 6.8549147738888e-05 3.01049352764951 "MAP3K14-AS1"
"TRIM66" -0.290652513604082 4.70046998478725 -3.59266874306602 0.000714723678246471 0.00267774355029669 -1.14914224812649 "TRIM66"
"TAOK1" -0.290637651553491 7.43914543490609 -4.9321743925189 8.36290878967241e-06 6.24147323684547e-05 3.12025338492659 "TAOK1"
"CPEB1" 0.290547176991959 3.83393878608734 3.87102080453187 0.000298132549206439 0.0012676870423893 -0.319465737260821 "CPEB1"
"PRELID1" 0.290494068220217 7.91540142218661 6.0061044810085 1.74660759570738e-07 2.37652659705252e-06 6.89375890070462 "PRELID1"
"MRPL37" 0.290465853069377 7.26865848306649 5.60830227270336 7.46311587834798e-07 8.18459515615591e-06 5.47323457071768 "MRPL37"
"IL15" -0.290388908459581 3.06596120138517 -2.35599842862415 0.0221877558469675 0.0478732630137596 -4.31473625963102 "IL15"
"SNHG25" -0.290345776848064 3.89623359860061 -2.46261717801353 0.0170622492739068 0.0383264192107743 -4.08099397604336 "SNHG25"
"ZNF875" 0.290202379825974 5.34599256787624 4.98504565144048 6.94414782694899e-06 5.33946297286526e-05 3.30069200044638 "ZNF875"
"AADAT" -0.29015571423477 4.62930200694315 -5.9230412928873 2.3685966221182e-07 3.09754594273302e-06 6.59548738404582 "AADAT"
"WNK1" -0.290087930509888 8.99725562843142 -6.15674433422549 1.00371783980945e-07 1.50743091828526e-06 7.43655104753732 "WNK1"
"PABPC1L" -0.290035877103815 3.07779972611284 -4.25527704851978 8.50188444131953e-05 0.000441005873083333 0.880695770967534 "PABPC1L"
"CBARP" -0.290032827018766 3.63323559257073 -2.4395209213485 0.0180719969570665 0.0402619395884974 -4.13232988070323 "CBARP"
"CEBPA" -0.290025184480723 2.62067651923917 -4.08503697449944 0.000149166822391799 0.000710581796510936 0.341699668759187 "CEBPA"
"PRKD3" -0.289907127834893 7.3961546254448 -4.82445277794389 1.21907488249238e-05 8.61333614831665e-05 2.75482651719836 "PRKD3"
"KIF3C" -0.28983368230172 5.65493205050384 -4.21708173324005 9.65283204710467e-05 0.000488652083081949 0.758811888987257 "KIF3C"
"GTF2H5" -0.289731939886718 4.91422994740486 -4.49854444593346 3.74768310980974e-05 0.000221214886370425 1.66908152750142 "GTF2H5"
"DIAPH1" -0.289682520162146 7.6966112982573 -6.43932086252861 3.53569455337967e-08 6.1861972852891e-07 8.46006846441836 "DIAPH1"
"DNM2" 0.28965594060117 7.16987295359909 4.70624377957163 1.83775279426411e-05 0.000121867293779504 2.35742250317549 "DNM2"
"NUBPL" 0.289629947887595 4.30385903554154 4.2454923006278 8.78334617154925e-05 0.000453483939720758 0.849420738845199 "NUBPL"
"NAA16" -0.289553626358249 4.91438288525983 -4.54802154071938 3.16588818078997e-05 0.000192079633655391 1.83184766715104 "NAA16"
"HSPB1" 0.289486467828233 7.81439473012684 2.26392338725416 0.0276789938188069 0.0576606302733772 -4.50983657665839 "HSPB1"
"AACSP1" 0.289359836367677 2.9605607625585 1.69733287383785 0.0954746200808843 0.161083701146428 -5.56360280384291 "AACSP1"
"TICAM1" -0.289261329216307 3.40001466226442 -2.99160426727029 0.00419856921787969 0.01195180943325 -2.80515718461326 "TICAM1"
"TMBIM1" 0.289256811593418 7.06307750446352 5.02671985966563 5.99513709184907e-06 4.70770745879584e-05 3.44339897284886 "TMBIM1"
"NAT1" -0.289235361507004 3.34359149900413 -4.89427485801164 9.55148645032317e-06 6.97487288992162e-05 2.99134231584534 "NAT1"
"KIAA1549" -0.289213015162605 5.06285499475876 -4.35032781629898 6.1863159972001e-05 0.000338761219514392 1.18630349408503 "KIAA1549"
"CLIC4" 0.289042719571364 7.44761118952258 3.78708814159988 0.000389338918508124 0.0015927501211696 -0.573398297924914 "CLIC4"
"DNASE2" 0.288873931432878 5.07471298040765 3.29652051846437 0.00174725527153665 0.00568814149396407 -1.98995866720988 "DNASE2"
"RNF170" 0.288792072372575 4.25806765870441 4.81654819532603 1.2531280980993e-05 8.82326625653639e-05 2.72813209556338 "RNF170"
"GPHN" -0.288773178731488 5.42825466883579 -5.31874009417362 2.12084293191434e-06 1.97734553170454e-05 4.45434634630316 "GPHN"
"PPIAP22" 0.28876069504239 2.53826953125889 3.47737029578499 0.0010169900220688 0.00360005611585746 -1.4819015101134 "PPIAP22"
"NR4A1AS" -0.288530487516803 2.06170696179862 -2.2687071428821 0.0273664271645467 0.0571461608341862 -4.49985699715838 "NR4A1AS"
"TOMM34" -0.288463856049908 6.96375686083881 -5.4904602355908 1.14330928480482e-06 1.17066807121702e-05 5.05682086455472 "TOMM34"
"NBL1" 0.288398031240278 6.06775500944465 5.67575251703429 5.84155575266982e-07 6.64531458990751e-06 5.71257018857755 "NBL1"
"PSMA7" 0.288245580798957 9.12225085457146 6.22978381347231 7.66818695961691e-08 1.20043055163708e-06 7.70050100230108 "PSMA7"
"ADAT1" -0.287973384907557 6.12246117242649 -6.87240117410134 7.09714983210808e-09 1.59391790428284e-07 10.0377425493891 "ADAT1"
"KDSR" -0.287883792482773 5.73421572350382 -4.75233328153608 1.56660452149318e-05 0.000106909581083432 2.51190575406423 "KDSR"
"DDX42" -0.287790498580597 7.76631203370893 -8.1603485851355 6.02712717838338e-11 3.01232852214694e-09 14.7334563956382 "DDX42"
"RPL36AL" -0.287607897765009 7.56780351378149 -4.52161055293633 3.46451466308086e-05 0.000207072542443037 1.74486562882002 "RPL36AL"
"CHKB" -0.287560044209593 3.42887690461377 -4.0236585151604 0.000182244244978644 0.000841206876424893 0.150142640615907 "CHKB"
"AIFM1" 0.287545180318456 6.06810384697617 5.93536625608585 2.26401186476199e-07 2.97197251784418e-06 6.63969539119638 "AIFM1"
"TRIP12" -0.287480300408981 8.03450506737309 -4.61011824444129 2.55935987773898e-05 0.000160966445121335 2.03721577849284 "TRIP12"
"GRIP1" 0.287424007614244 2.70652126348066 3.51020493639723 0.000920347319924154 0.00329912862036304 -1.38782131192568 "GRIP1"
"MKI67" -0.287420626632139 9.1677652616209 -4.91610477336887 8.84799774930229e-06 6.53947470016615e-05 3.06554966140181 "MKI67"
"CDIP1" 0.287393671427642 1.47443976407273 6.35027919128444 4.91450318514622e-08 8.18748174082761e-07 8.13690515332373 "CDIP1"
"ZNF250" -0.287378312828507 4.56197167209091 -4.22153835702801 9.51111811037128e-05 0.000483485141125376 0.7730054658072 "ZNF250"
"ESCO1" 0.287305757814281 5.81399854188134 4.4135935420615 4.99875240927061e-05 0.000282876035410928 1.39147164981774 "ESCO1"
"MAGT1" 0.287160472136817 7.23874931973243 6.56116788939705 2.25177325866371e-08 4.14809288359576e-07 8.90308560169785 "MAGT1"
"CYP2R1" -0.287105790376361 4.91448370391672 -4.60636382982294 2.59255785428289e-05 0.00016264013067846 2.02476536712658 "CYP2R1"
"AAK1" -0.287016171864023 6.28479024192421 -5.45523222258118 1.29829849176624e-06 1.29670353047415e-05 4.93278975963636 "AAK1"
"FAM8A1" -0.286931401617346 4.66004640386196 -3.13255361165517 0.00281592068879965 0.0085169029761686 -2.43505490568517 "FAM8A1"
"KLC3" 0.28688954716818 3.83269815957969 4.29558697801712 7.43198179234666e-05 0.000395087262239178 1.00990593294377 "KLC3"
"AGAP9" -0.286869268210416 2.69166291279497 -4.06886421899352 0.000157270276148381 0.00074222562601761 0.291079056796452 "AGAP9"
"KAT2B" -0.286790804352511 3.86784022774313 -4.35243965007424 6.1425749350237e-05 0.000336517076965921 1.19312981446677 "KAT2B"
"RMND5B" 0.286539796992234 6.46954834236465 5.28064589161122 2.43085261925427e-06 2.19912816704791e-05 4.32144868454407 "RMND5B"
"ARRDC2" -0.286401908427487 4.07969063231342 -3.74648816134122 0.00044255805081656 0.00177241229218652 -0.695091979297817 "ARRDC2"
"NDUFA3" -0.286398321429475 3.71646649205099 -2.72710789135734 0.00863414640173934 0.0218825567220584 -3.4663789106798 "NDUFA3"
"PSME4" -0.286356063338665 7.40483301379016 -6.48137911854525 3.0260012254856e-08 5.37931267416864e-07 8.61288952614109 "PSME4"
"SCAF8" -0.286309333914726 6.98123596189142 -6.30249131211766 5.86344005634198e-08 9.58507392588344e-07 7.96369538228119 "SCAF8"
"SASH1" -0.286265774228241 5.0337285865912 -5.34407537112223 1.93662189602258e-06 1.82230740910458e-05 4.54288961669318 "SASH1"
"CNRIP1" -0.286103854138377 1.60235368046107 -4.95173894922248 7.80748373444519e-06 5.88456515089982e-05 3.18694225652331 "CNRIP1"
"ZNF200" 0.285920755078909 5.42353615651277 4.38630474074458 5.48092824510784e-05 0.000305062620376485 1.30280686494959 "ZNF200"
"PTPA" 0.28581247538237 7.88958812041934 4.38674410801716 5.47281754456307e-05 0.000304753470118478 1.3042324151355 "PTPA"
"PHLPP2" -0.285795769197894 6.23891062552686 -5.65624628329462 6.27078931468939e-07 7.06115195684553e-06 5.6432849500633 "PHLPP2"
"VXN" -0.285792388319803 2.73938276547324 -2.78801971452523 0.00733833000517408 0.0190042332582497 -3.31809771545022 "VXN"
"SLC43A2" 0.285742567327213 3.42571551595763 4.42301152680092 4.84213880745778e-05 0.000275034386385411 1.42213041531493 "SLC43A2"
"SPINT2" 0.285694450303631 1.62620181898956 4.00764097169707 0.000191980877980923 0.000878612119663556 0.10040450627151 "SPINT2"
"GLP2R" 0.285600431399846 3.99282333136406 2.20131726431874 0.0320710245078329 0.0651843573121704 -4.63883611166012 "GLP2R"
"C1QBP" 0.285538720968159 8.00576031964848 4.37796557451884 5.63710692782869e-05 0.000312356079079528 1.27576255132721 "C1QBP"
"WNT10B" 0.285483645029018 3.36176356728838 4.09205071477111 0.000145779542342941 0.000697990388249772 0.363684935535463 "WNT10B"
"MYCBP2-AS1" -0.285472256025937 3.57143029969744 -4.30609851349979 7.17524486581057e-05 0.000383276877523258 1.04369601290541 "MYCBP2-AS1"
"SYDE1" 0.285252867665536 6.26713344526118 3.04367830914598 0.00362683071485022 0.0105659819798372 -2.66980905750774 "SYDE1"
"CASP4" -0.285175414930329 3.29551976371325 -2.17705503975531 0.0339317300405227 0.0682721412051105 -4.68802011763862 "CASP4"
"MED22" 0.285048067980394 6.22505924070164 5.13021738764046 4.15570970630865e-06 3.44052137599687e-05 3.79957155819303 "MED22"
"PROSER3" -0.284916332731493 3.61129872761028 -3.19972920324718 0.00231952609363761 0.00724183837990545 -2.25455051834853 "PROSER3"
"DYNC2I2" 0.284850161905855 7.15769779240699 4.73420746327054 1.66821200103248e-05 0.000112459067731294 2.45107947410612 "DYNC2I2"
"TSPO" 0.284790459429707 4.86769236381593 3.39119925153488 0.00131863386865778 0.00449057247368936 -1.72615024463738 "TSPO"
"LIME1" -0.284781999104373 1.92458860153006 -3.51299901478087 0.000912540275474119 0.00327788767581941 -1.37979014756057 "LIME1"
"ADAM15" 0.28466075264405 6.39972813917863 4.118829298987 0.000133518670596562 0.000647677083502418 0.44780345624838 "ADAM15"
"ARSG" -0.284627152546796 3.33138384782966 -2.98319303240355 0.00429845255771867 0.0121906113817161 -2.82686418423994 "ARSG"
"DKK1" -0.284619790218772 1.4118809287498 -4.82533526537787 1.21532989039347e-05 8.59683759474962e-05 2.75780779364801 "DKK1"
"PTPRG" -0.284439498971516 5.45679990509639 -2.21320616381686 0.0311925199161099 0.063717383647732 -4.61456962698917 "PTPRG"
"YJU2B" -0.284408300642472 4.52510106869472 -3.83029801291897 0.000339468088249421 0.00141628920157431 -0.443061360549546 "YJU2B"
"TPPP" -0.284375291682611 3.42839409359152 -3.0871691572631 0.00320600160412486 0.00949652406176892 -2.55551797937942 "TPPP"
"TNFRSF9" 0.284359265494251 3.7434926050275 2.47910287881756 0.0163729456117633 0.0370029784535682 -4.04411662723791 "TNFRSF9"
"AGFG2" 0.284330529110556 4.04225105603423 3.8997888907496 0.000271899568061503 0.0011708387120445 -0.231715541634345 "AGFG2"
"TSR3" 0.284182246250456 5.46961505751394 3.58731276933258 0.000726623044807267 0.00271429246086742 -1.16474695385566 "TSR3"
"BPGM" -0.284130961224095 4.12203481094404 -5.09576118538347 4.69604268796069e-06 3.83578302610051e-05 3.68072301103881 "BPGM"
"SLC8B1" 0.284044213924086 5.47900554648398 4.16607273347871 0.000114280401966398 0.000564002226620892 0.596888071741885 "SLC8B1"
"ZGPAT" -0.283881144906307 4.56958790220456 -4.95707815709489 7.66231077856288e-06 5.78587491916869e-05 3.20515838910642 "ZGPAT"
"GPR158" -0.283778375351507 1.56304386605329 -4.46762838711202 4.16287763259646e-05 0.000241859422246373 1.56777609601823 "GPR158"
"HAPLN3" 0.283749046502788 5.5334273157582 2.33457370693486 0.0233704487716037 0.0499391313772047 -4.36069905027585 "HAPLN3"
"ATP6V0A2" -0.283699770269203 5.39651054832758 -5.61921073716061 7.17349977554602e-07 7.93836930696767e-06 5.51189426305593 "ATP6V0A2"
"NBR1" -0.283614761012601 7.09093688828974 -3.19374994378854 0.00236012596881908 0.00735356072305529 -2.27072232323333 "NBR1"
"SLC1A3" -0.283589526121645 2.90066337742285 -1.87444596774894 0.0663616050686867 0.119081779548651 -5.26234328111215 "SLC1A3"
"LINC00863" -0.283579993179119 3.89681534810502 -3.09910660025925 0.0030987592079892 0.00922421560219314 -2.52395026843284 "LINC00863"
"MFAP5" 0.283572067547498 2.10246563583341 1.37018393721859 0.176381625388437 0.266341495989597 -6.04860639135575 "MFAP5"
"CFB" 0.283472938297093 2.16451316392173 1.85848695057174 0.0686335710048936 0.122438033704605 -5.29056852373648 "CFB"
"RABL6" 0.283426220859536 7.71494825007614 4.11354478369553 0.000135856331561137 0.000656882646505958 0.431181123486024 "RABL6"
"CWC27" 0.283394690827533 5.81047177990271 5.09974066830796 4.63026580654888e-06 3.78712887396804e-05 3.6944356398755 "CWC27"
